session_id,input_sequence,next_field
SESSION-179E81A1,Customer Information | Service Selection,Document Verification
SESSION-179E81A1,Customer Information | Service Selection | Document Verification,Installation
SESSION-179E81A1,Customer Information | Service Selection | Document Verification | Installation,Activation
SESSION-17A9AD7E,Customer Information,Identity Verification
SESSION-17A9AD7E,Customer Information | Identity Verification,Document Verification
SESSION-17A9AD7E,Customer Information | Identity Verification | Document Verification,Account Information
SESSION-17A9AD7E,Customer Information | Identity Verification | Document Verification | Account Information,Onboarding Confirmation
SESSION-17CF5FFD,Account Information,Onboarding Confirmation
SESSION-17F91FAA,Customer Information,Identity Verification
SESSION-17F91FAA,Customer Information | Identity Verification,Document Verification
SESSION-17F91FAA,Customer Information | Identity Verification | Document Verification,Account Information
SESSION-17F91FAA,Customer Information | Identity Verification | Document Verification | Account Information,Onboarding Confirmation
SESSION-188A1511,Customer Information,Service Selection
SESSION-188A1511,Customer Information | Service Selection,Document Verification
SESSION-188A1511,Customer Information | Service Selection | Document Verification,Service Selection
SESSION-188A1511,Customer Information | Service Selection | Document Verification | Service Selection,Installation
SESSION-188A1511,Customer Information | Service Selection | Document Verification | Service Selection | Installation,Activation
SESSION-1895B7E9,Customer Information,Service Selection
SESSION-1895B7E9,Customer Information | Service Selection,Document Verification
SESSION-1895B7E9,Customer Information | Service Selection | Document Verification,Installation
SESSION-1895B7E9,Customer Information | Service Selection | Document Verification | Installation,Activation
SESSION-195BE860,Customer Information,Identity Verification
SESSION-195BE860,Customer Information | Identity Verification,Document Verification
SESSION-195BE860,Customer Information | Identity Verification | Document Verification,Account Information
SESSION-195BE860,Customer Information | Identity Verification | Document Verification | Account Information,Onboarding Confirmation
SESSION-19F17443,Customer Information,Service Selection
SESSION-19F17443,Customer Information | Service Selection,Document Verification
SESSION-19F17443,Customer Information | Service Selection | Document Verification,Installation
SESSION-19F17443,Customer Information | Service Selection | Document Verification | Installation,Activation
SESSION-19F84FE8,Customer Information,Identity Verification
SESSION-19F84FE8,Customer Information | Identity Verification,Document Verification
SESSION-19F84FE8,Customer Information | Identity Verification | Document Verification,Account Information
SESSION-19F84FE8,Customer Information | Identity Verification | Document Verification | Account Information,Onboarding Confirmation
SESSION-1A10B308,Customer Information,Identity Verification
SESSION-1A10B308,Customer Information | Identity Verification,Document Verification
SESSION-1A10B308,Customer Information | Identity Verification | Document Verification,Account Information
SESSION-1A10B308,Customer Information | Identity Verification | Document Verification | Account Information,Onboarding Confirmation
SESSION-1A4535E9,Customer Information,Identity Verification
SESSION-1A4535E9,Customer Information | Identity Verification,Document Verification
SESSION-1A4535E9,Customer Information | Identity Verification | Document Verification,Account Information
SESSION-1A4535E9,Customer Information | Identity Verification | Document Verification | Account Information,Onboarding Confirmation
SESSION-1B0A4041,Customer Information,Service Selection
SESSION-1B0A4041,Customer Information | Service Selection,Document Verification
SESSION-1B0A4041,Customer Information | Service Selection | Document Verification,Installation
SESSION-1B0A4041,Customer Information | Service Selection | Document Verification | Installation,Activation
SESSION-1B1E0303,Customer Information,Identity Verification
SESSION-1B1E0303,Customer Information | Identity Verification,Document Verification
SESSION-1B1E0303,Customer Information | Identity Verification | Document Verification,Account Information
SESSION-1B1E0303,Customer Information | Identity Verification | Document Verification | Account Information,Onboarding Confirmation
SESSION-1B54D063,Customer Information,Service Selection
SESSION-1B54D063,Customer Information | Service Selection,Document Verification
SESSION-1B54D063,Customer Information | Service Selection | Document Verification,Installation
SESSION-1B54D063,Customer Information | Service Selection | Document Verification | Installation,Service Selection
SESSION-1B54D063,Customer Information | Service Selection | Document Verification | Installation | Service Selection,Activation
SESSION-1BF773D1,Customer Information,Service Selection
SESSION-1BF773D1,Customer Information | Service Selection,Document Verification
SESSION-1BF773D1,Customer Information | Service Selection | Document Verification,Installation
SESSION-1BF773D1,Customer Information | Service Selection | Document Verification | Installation,Activation
SESSION-1BFB05E5,Customer Information,Service Selection
SESSION-1BFB05E5,Customer Information | Service Selection,Document Verification
SESSION-1BFB05E5,Customer Information | Service Selection | Document Verification,Installation
SESSION-1BFB05E5,Customer Information | Service Selection | Document Verification | Installation,Activation
SESSION-1C03E783,Customer Information,Service Selection
SESSION-1C03E783,Customer Information | Service Selection,Document Verification
SESSION-1C03E783,Customer Information | Service Selection | Document Verification,Installation
SESSION-1C03E783,Customer Information | Service Selection | Document Verification | Installation,Activation
